partyfacts_id,field,link,page
5665,ideology,Right-wing populism,Right-wing populism
5665,ideology,Christian right,Christian right
5665,position,Right-wing,Right-wing politics
5665,position,far-right,Far-right politics
2176,ideology,Liberalism,Liberalism
2176,ideology,Economic liberalism,Economic liberalism
2176,ideology,Monarchism in Serbia,Monarchism in Serbia
2176,position,Centre-right politics,Centre-right politics
3176,ideology,Bosniaks of Serbia,Bosniaks of Serbia
3176,ideology,Minority politics,Ethnic party
3176,ideology,Bosniak nationalism,Bosniak nationalism
3176,ideology,Autonomism (political doctrine),Autonomism (political doctrine)
3176,position,Right-wing politics,Right-wing politics
9112,ideology,Social democracy,Social democracy
9112,ideology,Pro-Europeanism,Pro-Europeanism
9112,position,Centre-left,Centre-left politics
5399,ideology,Serbian nationalism,Serbian nationalism
5399,ideology,ultranationalism,Ultranationalism
5399,ideology,National conservatism,National conservatism
5399,ideology,Serbian irredentism,Greater Serbia
5399,position,Far-right politics,Far-right politics
7648,ideology,Conservatism,Conservatism
7648,ideology,Right-wing populism,Right-wing populism
7648,position,Right-wing politics,Right-wing politics
7648,position,Far-right politics,Far-right politics
2181,ideology,Regionalism (politics),Regionalism (politics)
2181,ideology,Liberal&nbsp;conservatism,Liberal conservatism
2181,ideology,Pro-Europeanism,Pro-Europeanism
2181,position,Centre-right,Centre-right politics
2203,ideology,Hungarians in Serbia,Hungarians in Serbia
2203,ideology,minority politics,Ethnic party
2203,ideology,Regionalism (politics),Regionalism (politics)
2203,ideology,Conservatism,Conservatism
2203,position,Centre-right politics,Centre-right politics
2192,ideology,Catch-all party,Big tent
2192,ideology,Third Way,Third Way
2192,ideology,Pro-Europeanism,Pro-Europeanism
9415,ideology,Green politics,Green politics
9415,ideology,Regionalism (politics),Regionalism (politics)
9415,position,Left-wing,Left-wing politics
7175,ideology,Green politics,Green politics
7175,ideology,Pro-Europeanism,Pro-Europeanism
7175,position,Centre-left politics,Centre-left politics
7873,ideology,Liberal conservatism,Liberal conservatism
7873,ideology,Decentralization,Decentralization
7873,ideology,Pro-Europeanism,Pro-Europeanism
7873,ideology,Atlanticism,Atlanticism
7873,position,Centre-right,Centre-right politics
8365,ideology,Green politics,Green politics
8365,ideology,Slovaks in Serbia,Slovaks in Serbia
8365,ideology,political parties of minorities,Ethnic party
8365,ideology,Pro-Europeanism,Pro-Europeanism
8365,position,Centre-left politics,Centre-left politics
7876,ideology,Green politics,Green politics
7876,ideology,Social democracy,Social democracy
7876,position,Centre-left politics,Centre-left politics
3847,position,Centre-left,Centre-left politics
3847,position,left-wing,Left-wing politics
3847,position,Far-left,Far-left politics
3847,ideology,Democratic socialism,Democratic socialism
3847,ideology,Social democracy,Social democracy
3847,ideology,France-Albert René,France-Albert René
3847,ideology,Communism,Communism
3847,ideology,Socialism,Socialism
5956,position,Centre politics,Centrism
5956,ideology,Liberalism,Liberalism
5485,ideology,Conservatism,Conservatism
5485,ideology,British unionism,Unionism in the United Kingdom
5485,position,Right-wing politics,Right-wing politics
4117,position,Centrism,Centrism
4117,ideology,Liberalism,Liberalism
4045,ideology,African nationalism,African nationalism
4045,ideology,Social democracy,Social democracy
4045,ideology,Pan-Africanism,Pan-Africanism
4045,ideology,Pragmatism,Pragmatism
4045,ideology,Socialism,Socialism
4045,position,Centre-left politics,Centre-left politics
4048,ideology,Liberalism,Liberalism
4048,position,Centrism,Centrism
4048,position,centre-right,Centre-right politics
4047,ideology,Social democracy,Social democracy
4047,ideology,Civic nationalism,Civic nationalism
4047,ideology,Liberalism,Liberalism
4047,ideology,Centrism,Centrism
4047,ideology,Third Way,Third Way
4047,ideology,Conservatism,Conservatism
4047,position,Centrism,Centrism
4047,position,Centre-left politics,Centre-left politics
4047,position,Centre-right politics,Centre-right politics
4253,ideology,Socialism,Socialism
4253,position,Left-wing politics,Left-wing politics
7166,ideology,Malaysian Indian,Malaysian Indians
7166,ideology,Social conservatism,Social conservatism
7166,ideology,Dravidian movement,Dravidian movement
7166,position,Centre-right,Centre-right politics
6893,ideology,Social democracy,Social democracy
6893,ideology,Democratic socialism,Democratic socialism
6893,ideology,Progressivism,Progressivism
6893,ideology,Left-wing nationalism,Left-wing nationalism
6893,ideology,Anti-imperialism,Anti-imperialism
6893,position,Centre-left,Centre-left politics
6893,position,left-wing,Left-wing politics
6894,ideology,Socialism,Socialism
6896,ideology,Liberal socialism,Liberal socialism
6896,ideology,Social liberalism,Social liberalism
6896,ideology,Progressivism,Progressivism
6896,position,Centre-left politics,Centre-left politics
6892,ideology,Conservatism,Conservatism
3277,ideology,Conservatism,Conservatism
3277,ideology,Economic liberalism,Economic liberalism
3277,ideology,Civic nationalism,Civic nationalism
3277,ideology,Secularism,Secularism
3277,ideology,Anti-communism,Anti-communism
3277,ideology,Barisan Sosialis,Barisan Sosialis
3277,ideology,Fall of Communism,Revolutions of 1989
3277,ideology,Cold War,Cold War
3277,position,Centre-right politics,Centre-right politics
8620,ideology,Populism,Populism
8620,ideology,Social conservatism,Social conservatism
8620,ideology,Vaccine hesitancy,Vaccine hesitancy
4370,ideology,Ketuanan Melayu,Ketuanan Melayu
6898,ideology,Ketuanan Melayu,Ketuanan Melayu
6898,ideology,Kyoto University,Kyoto University
6898,ideology,Malayan Union,Malayan Union
6898,ideology,Onn Jaafar,Onn Jaafar
6898,ideology,Ariffin Omar,Ariffin Omar
6898,ideology,Alliance Party (Malaysia),Alliance Party (Malaysia)
6898,ideology,Early Malay nationalism,Early Malay nationalism
6898,ideology,National conservatism,National conservatism
6898,ideology,Social conservatism,Social conservatism
6898,position,Right-wing politics,Right-wing politics
5640,ideology,Green politics,Green politics
3561,ideology,Liberalism,Liberalism
3561,ideology,Social liberalism,Social liberalism
3561,position,Centrism,Centrism
3561,position,centre-left,Centre-left politics
6897,ideology,Socialism,Socialism
6897,position,Left-wing politics,Left-wing politics
4254,ideology,Anti-colonialism,Decolonization
4254,ideology,Reformism,Reformism
4254,ideology,Anti-communism,Anti-communism
8660,ideology,Social liberalism,Social liberalism
8660,ideology,Progressivism,Progressivism
8660,position,Centrism,Centrism
8660,position,centre-left,Centre-left politics
8665,ideology,Social democracy,Social democracy
8665,position,Centre-left politics,Centre-left politics
8659,ideology,Christian left,Christian left
8659,ideology,Christian democracy,Christian democracy
8659,ideology,Social democracy,Social democracy
8659,position,Centre-left,Centre-left politics
8662,ideology,Communitarianism,Communitarianism
8661,position,Centre-right,Centre-right politics
217,ideology,Liberalism,Liberalism
217,ideology,Populism,Populism
217,ideology,Der Tagesspiegel,Der Tagesspiegel
217,ideology,Conservative liberalism,Conservative liberalism
217,ideology,Economic liberalism,Economic liberalism
217,ideology,Konrad Adenauer Stiftung,Konrad Adenauer Foundation
217,position,Centre-right,Centre-right politics
707,ideology,Liberalism,Liberalism
707,position,Centre-right,Centre-right politics
6629,ideology,Liberal conservatism,Liberal conservatism
6629,position,Centrism,Centrism
9071,ideology,Social democracy,Social democracy
9071,ideology,Denník N,Denník N
9071,ideology,Populism,Populism
9071,ideology,Politico Europe,Politico Europe
9071,ideology,AP News,Associated Press
9071,ideology,Pro-Europeanism,Pro-Europeanism
9071,position,Centre-left politics,Centre-left politics
9071,position,Reuters,Reuters
9071,position,Left-wing politics,Left-wing politics
6983,ideology,Slovaks,Slovaks
6983,ideology,clerical fascism,Clerical fascism
6983,ideology,Slovak nationalism,Slovak nationalism
6983,ideology,National Catholicism,National Catholicism
6983,ideology,Corporate statism,Corporate statism
6983,ideology,National conservatism,National conservatism
6983,ideology,Anti-Hungarian sentiment,Anti-Hungarian sentiment
6983,ideology,Political faction,Political faction
6983,ideology,Nazism,Nazism
6983,ideology,Nástup,Nástup
6983,ideology,Salzburg Conference,Salzburg Conference
6983,position,Far-right politics,Far-right politics
2133,ideology,Slovak nationalism,Slovak nationalism
2133,ideology,Populism,Populism
2133,ideology,Conservatism,Conservatism
340,ideology,Communism,Communism
340,ideology,Marxism–Leninism,Marxism–Leninism
340,position,Far-left politics,Far-left politics
6980,ideology,Communism,Communism
6980,ideology,Marxism–Leninism,Marxism–Leninism
6980,ideology,Stalinism,Stalinism
6980,position,Far-left politics,Far-left politics
7360,ideology,Christian right,Christian right
7360,ideology,National conservatism,National conservatism
7360,ideology,Social conservatism,Social conservatism
7360,position,Right-wing,Right-wing politics
63,ideology,Christian democracy,Christian democracy
63,ideology,Social conservatism,Social conservatism
63,ideology,Pro-Europeanism,Pro-Europeanism
63,position,Centre-right politics,Centre-right politics
560,ideology,Populism,Populism
560,ideology,Slovak nationalism,Slovak nationalism
560,ideology,Euroscepticism,Euroscepticism
560,position,Syncretic politics,Political syncretism
1725,ideology,Liberalism,Liberalism
1725,ideology,Conservatism,Conservatism
1725,ideology,Liberal conservatism,Liberal conservatism
1725,ideology,Populism,Populism
1725,position,Centre-right politics,Centre-right politics
2283,ideology,Hungarians in Slovakia,Hungarians in Slovakia
2283,ideology,minority politics,Ethnic party
2283,ideology,Christian democracy,Christian democracy
2283,ideology,Conservatism,Conservatism
2283,position,Centre-right politics,Centre-right politics
258,ideology,Liberal conservatism,Liberal conservatism
258,ideology,Hungarians in Slovakia,Hungarians in Slovakia
258,ideology,minority politics,Ethnic party
258,ideology,Pro-Europeanism,Pro-Europeanism
258,position,Centrism,Centrism
258,position,Centre-right politics,Centre-right politics
6982,ideology,Anti-fascism,Anti-fascism
6982,ideology,State socialism,State socialism
6982,ideology,Social democracy,Social democracy
6982,ideology,Christian democracy,Christian democracy
6982,ideology,Communism,Communism
6982,ideology,Marxism–Leninism,Marxism–Leninism
6982,ideology,Stalinism,Stalinism
6982,position,Far-left politics,Far-left politics
6686,ideology,Conservatism,Conservatism
6686,ideology,The Slovak Spectator,The Slovak Spectator
6686,ideology,Tiroler Tageszeitung,Tiroler Tageszeitung
6686,ideology,Christian democracy,Christian democracy
6686,position,Centre-right politics,Centre-right politics
665,ideology,Liberal conservatism,Liberal conservatism
665,ideology,Economic liberalism,Economic liberalism
665,ideology,Anti-communism,Anti-communism
665,position,Centre-right,Centre-right politics
2130,ideology,Populism,Populism
2130,ideology,National conservatism,National conservatism
2130,position,Centrism,Centrism
2130,position,Centre-right politics,Centre-right politics
7361,ideology,Liberalism,Liberalism
7361,ideology,Liberalism in Slovakia,Liberalism in Slovakia
7361,ideology,Social liberalism,Social liberalism
7361,ideology,Progressivism,Progressivism
7361,ideology,Pro-Europeanism,Pro-Europeanism
7361,position,Centrism,Centrism
9072,ideology,Neo-fascism,Neo-fascism
9072,ideology,National conservatism,National conservatism
9072,ideology,Right-wing populism,Right-wing populism
9072,ideology,Hard Euroscepticism,Euroscepticism
9072,position,Far-right politics,Far-right politics
6984,ideology,Agrarianism,Agrarianism
6984,ideology,Conservatism,Conservatism
6984,position,Centre-right,Centre-right politics
4872,ideology,Liberal conservatism,Liberal conservatism
4872,ideology,Christian democracy,Christian democracy
4872,ideology,Social conservatism,Social conservatism
4872,ideology,Economic liberalism,Economic liberalism
4872,position,Centrism,Centrism
4872,position,Centre-right politics,Centre-right politics
1386,ideology,Conservative liberalism,Conservative liberalism
1386,ideology,Civil libertarianism,Civil libertarianism
1386,position,Centre-right politics,Centre-right politics
137,ideology,Liberalism,Liberalism
137,position,Centrism,Centrism
1617,ideology,Liberal conservatism,Liberal conservatism
1617,ideology,Christian democracy,Christian democracy
1617,ideology,Economic liberalism,Economic liberalism
1617,ideology,Pro-Europeanism,Pro-Europeanism
1617,position,Centre-right politics,Centre-right politics
226,ideology,Economic liberalism,Economic liberalism
226,position,Centre-right,Centre-right politics
730,ideology,Ultranationalism,Ultranationalism
730,ideology,National conservatism,National conservatism
730,ideology,Brookings Papers on Economic Activity,Brookings Papers on Economic Activity
730,ideology,Social conservatism,Social conservatism
730,ideology,Right-wing populism,Right-wing populism
730,ideology,Pew Research Center,Pew Research Center
730,ideology,Euroscepticism,Euroscepticism
730,position,Right-wing politics,Right-wing politics
730,position,Far-right politics,Far-right politics
4873,ideology,National conservatism,National conservatism
4873,ideology,Right-wing populism,Right-wing populism
4873,ideology,Bertelsmann Stiftung,Bertelsmann Stiftung
4873,ideology,Aktuality.sk,Aktuality.sk
4873,position,Right-wing,Right-wing politics
4873,position,Centre for Eastern Studies,Centre for Eastern Studies
4873,position,far-right,Far-right politics
311,ideology,Social democracy,Social democracy
311,ideology,Left-wing populism,Left-wing populism
311,ideology,Left-wing nationalism,Left-wing nationalism
311,ideology,Social conservatism,Social conservatism
311,ideology,Denník N,Denník N
311,ideology,France 24,France 24
311,ideology,France Médias Monde,France Médias Monde
311,ideology,Euroscepticism,Euroscepticism
311,position,Centre-left politics,Centre-left politics
311,position,The Guardian,The Guardian
311,position,Polish Institute of International Affairs,Polish Institute of International Affairs
311,position,Left-wing politics,Left-wing politics
311,position,Reuters,Reuters
311,position,France24,France 24
311,position,Politico,Politico
311,position,Carnegie Endowment for International Peace,Carnegie Endowment for International Peace
200,ideology,Social democracy,Social democracy
200,position,Centre-left politics,Centre-left politics
205,ideology,Big tent,Big tent
205,ideology,Social democracy,Social democracy
205,position,Centre-left politics,Centre-left politics
8177,ideology,Liberal conservatism,Liberal conservatism
8177,ideology,Pro-Europeanism,Pro-Europeanism
8177,position,Centrism,Centrism
8177,position,Centre-right politics,Centre-right politics
8177,position,Denník N,Denník N
1077,ideology,Minority politics,Ethnic party
1077,ideology,Hungarian nationalism,Hungarian nationalism
1077,position,Centre-left politics,Centre-left politics
1242,ideology,Social democracy,Social democracy
1242,ideology,Democratic socialism,Democratic socialism
1242,position,Centre-left politics,Centre-left politics
349,ideology,Hungarians in Slovakia,Hungarians in Slovakia
349,ideology,Hungarian nationalism,Hungarian nationalism
349,ideology,National conservatism,National conservatism
349,ideology,Pro-Europeanism,Pro-Europeanism
349,position,Centre-right,Centre-right politics
2282,ideology,Christian democracy,Christian democracy
2282,ideology,Republicanism,Republicanism
2282,position,Centrism,Centrism
2282,position,Centre-right politics,Centre-right politics
6981,ideology,Christian socialism,Christian socialism
1569,ideology,Green politics,Green politics
1569,ideology,Pro-Europeanism,Pro-Europeanism
1569,position,Centre-left politics,Centre-left politics
5,ideology,Liberalism,Liberalism
5,ideology,Pro-Europeanism,Pro-Europeanism
5,position,Centrism,Centrism
8643,ideology,National conservatism,National conservatism
8643,ideology,Slovak nationalism,Slovak nationalism
8643,ideology,Right-wing populism,Right-wing populism
8643,ideology,Anti-immigration,Opposition to immigration
8643,ideology,Euroscepticism,Euroscepticism
8643,position,Right-wing,Right-wing politics
8643,position,far-right,Far-right politics
8394,ideology,Liberal conservatism,Liberal conservatism
8394,ideology,Der Standard,Der Standard
8394,ideology,Deutsche Welle,Deutsche Welle
8394,ideology,Pro-Europeanism,Pro-Europeanism
8394,position,Centrism,Centrism
8394,position,Balkan Insight,Balkan Insight
8394,position,Reuters,Reuters
8394,position,Centre-right politics,Centre-right politics
230,ideology,Left-wing populism,Left-wing populism
230,ideology,Slovak nationalism,Slovak nationalism
230,ideology,Anti-Western sentiment,Anti-Western sentiment
230,ideology,Agrarian socialism,Agrarian socialism
230,position,Far-left,Far-left politics
467,ideology,List of pensioners' parties,List of pensioners' parties
467,ideology,Independent.co.uk,The Independent
467,ideology,Single-issue politics,Single-issue politics
467,ideology,Social liberalism,Social liberalism
467,ideology,Pro-Europeanism,Pro-Europeanism
467,position,Centrism,Centrism
98,ideology,Classical liberalism,Classical liberalism
98,position,Centrism,Centrism
98,position,centre-right,Centre-right politics
9067,ideology,Social liberalism,Social liberalism
9067,ideology,Pro-Europeanism,Pro-Europeanism
9067,position,Centrism,Centrism
9067,position,centre-left,Centre-left politics
8232,ideology,Liberalism,Liberalism
8232,ideology,Yugoslavism,Yugoslavism
8232,position,Centrism,Centrism
2273,ideology,Communism,Communism
2273,ideology,Marxism-Leninism,Marxism–Leninism
2273,ideology,Titoism,Titoism
2273,ideology,Democratic socialism,Democratic socialism
2273,position,Left-wing,Left-wing politics
2273,position,Far-left politics,Far-left politics
9068,ideology,Liberalism,Liberalism
9068,ideology,Conservative liberalism,Conservative liberalism
9068,ideology,Pro-Europeanism,Pro-Europeanism
9068,position,Centrism,Centrism
6131,ideology,Democratic socialism,Democratic socialism
6131,ideology,Eco-socialism,Eco-socialism
6131,ideology,Antimilitarism,Antimilitarism
6131,position,Left-wing politics,Left-wing politics
975,ideology,Liberalism,Liberalism
975,ideology,Social liberalism,Social liberalism
975,ideology,Pro-Europeanism,Pro-Europeanism
975,position,Centrism,Centrism
975,position,centre-left,Centre-left politics
6132,ideology,Social liberalism,Social liberalism
6132,ideology,Populism,Populism
6132,position,Centrism,Centrism
6132,position,Young European Federalists,Young European Federalists
6132,position,centre-left,Centre-left politics
1773,ideology,Social liberalism,Social liberalism
1773,ideology,Social democracy,Social democracy
1773,position,Centrism,Centrism
1773,position,centre-left,Centre-left politics
9070,ideology,Decentralization,Decentralization
9070,ideology,Pro-Europeanism,Pro-Europeanism
9070,ideology,Agrarianism,Agrarianism
9070,position,Centrism,Centrism
9070,position,centre-right,Centre-right politics
1618,ideology,Christian democracy,Christian democracy
1618,ideology,Conservatism,Conservatism
1618,ideology,Slovenian nationalism,Slovenian nationalism
1618,ideology,Pro-Europeanism,Pro-Europeanism
1618,position,Centre-right politics,Centre-right politics
8230,ideology,Anti-fascism,Anti-fascism
8230,ideology,Communism,Communism
8230,ideology,Slovenian nationalism,Slovenian nationalism
8230,ideology,Yugoslavism,Yugoslavism
8230,ideology,Christian socialism,Christian socialism
8230,ideology,Liberalism,Liberalism
8230,position,Left-wing politics,Left-wing politics
3099,ideology,Pirate Party,Pirate Party
3099,ideology,Freedom of information,Freedom of information
3099,ideology,Open government,Open government
3099,ideology,Network neutrality,Net neutrality
3099,position,Syncretic politics,Political syncretism
9069,ideology,Populism,Populism
9069,ideology,Protests against responses to the COVID-19 pandemic,Protests against responses to the COVID-19 pandemic
9069,ideology,5G misinformation,5G misinformation
9069,ideology,Direct democracy,Direct democracy
9069,ideology,Civil libertarianism,Civil libertarianism
9069,ideology,Souverainism,Sovereigntism
9069,ideology,Euroscepticism,Euroscepticism
472,ideology,National conservatism,National conservatism
472,ideology,Slovenian nationalism,Slovenian nationalism
472,ideology,Right-wing populism,Right-wing populism
472,ideology,Social democracy,Social democracy
472,position,Right-wing politics,Right-wing politics
472,position,Centre-left politics,Centre-left politics
8231,ideology,Conservatism,Conservatism
8231,ideology,Slovenes,Slovenes
8231,ideology,autonomy,Autonomy
8231,ideology,Christian democracy,Christian democracy
8231,ideology,Slovenian nationalism,Slovenian nationalism
764,ideology,Conservatism,Conservatism
764,ideology,Agrarianism,Agrarianism
764,ideology,Christian democracy,Christian democracy
764,ideology,Pro-Europeanism,Pro-Europeanism
764,position,Centre-right,Centre-right politics
96,ideology,Slovenian nationalism,Slovenian nationalism
96,ideology,Right-wing populism,Right-wing populism
96,position,Right-wing politics,Right-wing politics
96,position,Far-right politics,Far-right politics
644,ideology,Christian democracy,Christian democracy
1403,ideology,Social democracy,Social democracy
1403,position,Centre-left politics,Centre-left politics
3098,ideology,Social liberalism,Social liberalism
3098,ideology,Liberalism,Liberalism
3098,ideology,Pro-Europeanism,Pro-Europeanism
3098,position,Centrism,Centrism
3098,position,Centre-left politics,Centre-left politics
1401,ideology,Youth politics,Youth politics
1401,ideology,Green politics,Green politics
1401,ideology,Social liberalism,Social liberalism
1401,position,Centre-left,Centre-left politics
3205,ideology,Social democracy,Social democracy
3205,ideology,Environmentalism,Environmentalism
3205,ideology,Anti-austerity,Anti-austerity movement
3205,ideology,Soft Euroscepticism,Euroscepticism
3205,position,Centre-left,Centre-left politics
9130,ideology,Green politics,Green politics
9130,ideology,Pro-Europeanism,Pro-Europeanism
9130,position,Centre-left,Centre-left politics
474,position,Centrism,Centrism
474,position,centre-left,Centre-left politics
474,ideology,Social liberalism,Social liberalism
474,ideology,Pro-Europeanism,Pro-Europeanism
3114,ideology,Social liberalism,Social liberalism
3114,ideology,Pro-Europeanism,Pro-Europeanism
3114,position,Centrism,Centrism
3114,position,Centre-left politics,Centre-left politics
4714,ideology,Democratic socialism,Democratic socialism
4714,ideology,Eco-socialism,Eco-socialism
4714,ideology,Anti-capitalism,Anti-capitalism
4714,ideology,Euroscepticism,Euroscepticism
4714,position,Left-wing politics,Left-wing politics
1494,ideology,Green conservatism,Green conservatism
1494,position,Centre-right,Centre-right politics
5938,ideology,Social Conservatism,Social conservatism
5938,ideology,Christianity and politics,Christianity and politics
5736,ideology,Labourism,Labour movement
5736,ideology,Federalism,Federalism
5937,ideology,Social credit,Social credit
8445,ideology,Siad Barre,Siad Barre
8445,ideology,Somali nationalism,Somali nationalism
8445,ideology,Socialism,Socialism
8445,ideology,Majeerteen,Majeerteen
6736,ideology,Somali nationalism,Somali nationalism
6736,position,Centre-right politics,Centre-right politics
5220,ideology,Greater Somalia,Greater Somalia
5220,ideology,Somali nationalism,Somali nationalism
8443,ideology,Anti-communism,Anti-communism
8443,ideology,Siad Barre,Siad Barre
8443,ideology,Hawiye,Hawiye
8443,ideology,Somali nationalism,Somali nationalism
8443,ideology,Greater Somalia,Greater Somalia
5286,position,Far-left,Far-left politics
5286,ideology,Communism,Communism
5286,ideology,Marxism–Leninism,Marxism–Leninism
5286,ideology,Islamic socialism,Islamic socialism
5286,ideology,Scientific socialism,Scientific socialism
5286,ideology,Somali nationalism,Somali nationalism
5286,ideology,Greater Somalia,Greater Somalia
5286,ideology,Irredentism,Irredentism
5286,ideology,National liberation (Marxism),National liberation (Marxism)
5286,ideology,Tribalism,Tribalism
8444,ideology,Islamism,Islamism
8444,ideology,Islamic democracy,Islam and democracy
8444,ideology,Social conservatism,Social conservatism
8444,ideology,Economic liberalism,Economic liberalism
8699,ideology,Liberalism,Liberalism
8699,ideology,Social liberalism,Social liberalism
8699,ideology,Economic liberalism,Economic liberalism
8699,ideology,Civic nationalism,Civic nationalism
8699,position,Centre-right politics,Centre-right politics
8699,position,Centre-left politics,Centre-left politics
4109,ideology,Social liberalism,Social liberalism
4109,ideology,Islam and democracy,Islam and democracy
4109,position,Centrism,Centrism
4109,position,centre-left,Centre-left politics
4110,ideology,Social democracy,Social democracy
4110,ideology,Somaliland,Somaliland
4110,ideology,nationalism,Nationalism
4110,position,Centre-left politics,Centre-left politics
7374,ideology,Greater Somalia,Greater Somalia
7374,ideology,Somali nationalism,Somali nationalism
4108,ideology,Nationalism,Nationalism
4108,ideology,Islamic democracy,Islam and democracy
6186,ideology,Christian right,Christian right
6186,ideology,Social conservatism,Social conservatism
6186,position,Centre-right politics,Centre-right politics
6186,position,Right-wing politics,Right-wing politics
1219,ideology,Social democracy,Social democracy
1219,ideology,African nationalism,African nationalism
1219,position,Centre-left politics,Centre-left politics
8698,ideology,Socialism,Socialism
8698,ideology,Black Consciousness Movement,Black Consciousness Movement
8698,position,Left-wing,Left-wing politics
8698,position,far-left,Far-left politics
4546,ideology,Social democracy,Social democracy
4546,ideology,Social liberalism,Social liberalism
4546,ideology,Progressivism,Progressivism
4546,position,Centre-left politics,Centre-left politics
1609,ideology,Social conservatism,Social conservatism
1609,ideology,National conservatism,National conservatism
1609,ideology,Separate development,Bantustan
1609,ideology,Afrikaner nationalism,Afrikaner nationalism
1609,ideology,Apartheid,Apartheid
1609,ideology,White supremacy,White supremacy
1609,ideology,Racialism,Scientific racism
1609,ideology,White separatism,White supremacy
1609,position,Far-right politics,Far-right politics
1038,ideology,Liberalism,Liberalism
1038,ideology,Liberalism in South Africa,Liberalism in South Africa
1038,ideology,Federalism,Federalism
1038,ideology,Non-racialism,Non-racialism
1038,ideology,Anti-corruption,Anti-corruption
1038,ideology,Deutsche Welle,Deutsche Welle
1038,position,Centrism,Centrism
1038,position,centre-right,Centre-right politics
4547,ideology,Liberalism,Liberalism
4547,ideology,Conservative liberalism,Conservative liberalism
4547,ideology,Internal resistance to apartheid,Internal resistance to apartheid
4547,position,Centre-right politics,Centre-right politics
4548,ideology,Communism,Communism
4548,ideology,Marxism,Marxism
4548,ideology,Sankarism,Sankarism
4548,ideology,Anti-capitalism,Anti-capitalism
4548,ideology,Al Jazeera English,Al Jazeera English
4548,ideology,Black nationalism,Black nationalism
4548,ideology,Pan-Africanism,Pan-Africanism
4548,ideology,Left-wing populism,Left-wing populism
4548,position,Far-left politics,Far-left politics
6443,position,Centre-right politics,Centre-right politics
6443,ideology,Conservatism,Conservatism
6443,ideology,Afrikaner nationalism,Afrikaner nationalism
6291,position,Far-right politics,Far-right politics
6291,ideology,Afrikaner nationalism,Afrikaner nationalism
6291,ideology,Hendrik Verwoerd,Hendrik Verwoerd
6291,ideology,Apartheid,Apartheid
6291,ideology,White supremacy,White supremacy
6291,ideology,Anti-communism,Anti-communism
6187,ideology,Social liberalism,Social liberalism
6187,ideology,Populism,Populism
6187,position,Centrism,Centrism
1630,ideology,Conservatism,Conservatism
1630,ideology,Anti-communism,Anti-communism
1630,ideology,Ubuntu philosophy,Ubuntu philosophy
1630,ideology,Decentralization,Decentralization
1630,ideology,Constitutional monarchism,Constitutional monarchy
1630,ideology,KwaZulu-Natal,KwaZulu-Natal
1630,ideology,Regionalism (politics),Regionalism (politics)
1630,position,Right-wing,Right-wing politics
5197,ideology,Social democracy,Social democracy
5197,ideology,Democratic socialism,Democratic socialism
5197,position,Left-wing,Left-wing politics
5197,position,Right-wing,Right-wing politics
8677,ideology,Coloured people,Coloureds
8677,ideology,Internal resistance to apartheid,Internal resistance to apartheid
8677,position,Centre-left,Centre-left politics
8677,position,left-wing,Left-wing politics
1289,ideology,Afrikaner nationalism,Afrikaner nationalism
1289,ideology,Anti-British sentiment,Anti-British sentiment
1289,ideology,Minority politics,Ethnic party
1289,ideology,Conservatism,Conservatism
1289,ideology,Republicanism,Republicanism
1289,ideology,Christian_nationalism,Christian nationalism
1289,ideology,Segregationism,Racial segregation
1289,ideology,Apartheid,Apartheid
1289,ideology,Anti-communism,Anti-communism
1289,ideology,National conservatism,National conservatism
1289,ideology,Social conservatism,Social conservatism
1289,ideology,White supremacy,White supremacy
1289,ideology,Racialism,Scientific racism
1289,ideology,Economic history of South Africa,Economic history of South Africa
1289,ideology,Civic nationalism,Civic nationalism
1289,ideology,Nationalism,Nationalism
1289,ideology,Conservative liberalism,Conservative liberalism
1289,ideology,Christian democracy,Christian democracy
1289,ideology,Liberal conservatism,Liberal conservatism
1289,position,Right-wing politics,Right-wing politics
1289,position,Far-right politics,Far-right politics
1289,position,Centre-right politics,Centre-right politics
1289,position,"Encyclopædia Britannica, Inc.","Encyclopædia Britannica, Inc."
5731,ideology,Conservatism,Conservatism
5731,ideology,Christian democracy,Christian democracy
5731,ideology,Civic nationalism,Civic nationalism
5731,ideology,Non-racialism,Non-racialism
5731,position,Centre-right politics,Centre-right politics
5734,ideology,Conservatism,Conservatism
5734,ideology,Power sharing,Power sharing
5734,ideology,Commonwealth of Nations,Commonwealth of Nations
5734,position,Centre-right politics,Centre-right politics
1592,ideology,Black nationalism,Black nationalism
1592,ideology,Pan-Africanism,Pan-Africanism
1592,ideology,African socialism,African socialism
1592,ideology,Anti-communism,Anti-communism
1592,position,Left wing politics,Left-wing politics
5255,ideology,Liberalism,Liberalism
5255,ideology,Liberalism in South Africa,Liberalism in South Africa
5255,ideology,Internal resistance to South African apartheid,Internal resistance to apartheid
5255,ideology,Federalism in South Africa,Federalism in South Africa
5255,position,Centre-left politics,Centre-left politics
6149,ideology,Liberalism,Liberalism
6149,ideology,Internal resistance to South African apartheid,Internal resistance to apartheid
6149,position,Centre-left politics,Centre-left politics
8448,ideology,Liberalism in South Africa,Liberalism in South Africa
8448,ideology,Protectionism,Protectionism
8448,ideology,Imperialism,Imperialism
8448,position,Centre-right politics,Centre-right politics
1368,ideology,Communism,Communism
1368,ideology,Marxism–Leninism,Marxism–Leninism
1368,position,Far-left politics,Far-left politics
