partyfacts_id,field,value,value_clean
7010,ideology,[[Communism]]<br />[[Catalanism]]<br />[[Republicanism in Spain|Republicanism]],[[Communism]]<br />[[Catalanism]]<br />[[Republicanism in Spain|Republicanism]]
7010,position,[[Far-left]],[[Far-left]]
3203,ideology,[[Democratic socialism]]<br>[[Left-wing populism]]<br/> [[Republicanism]] <br/>[[Euroscepticism]],[[Democratic socialism]]<br>[[Left-wing populism]]<br/> [[Republicanism]] <br/>[[Euroscepticism]]
3203,position,[[Left-wing politics|Left-wing]],[[Left-wing politics|Left-wing]]
4585,position,[[Right-wing politics|Right-wing]] to [[Far-right politics|far-right]],[[Right-wing politics|Right-wing]] to [[Far-right politics|far-right]]
4585,ideology,[[Monarchism]] ([[Alfonsism]])<br />[[Authoritarian conservatism]] <br />Neo-[[Traditionalism (Spain)|traditionalism]] <br />[[Totalitarianism]],[[Monarchism]] ([[Alfonsism]])<br />[[Authoritarian conservatism]] <br />Neo-[[Traditionalism (Spain)|traditionalism]] <br />[[Totalitarianism]]
7656,ideology,"[[Democratic socialism]]<br>[[Left-wing populism]]<br> {{nowrap|[[Eurocommunism]]|ref| name=""parties-and-elections.eu""|{{cite web|url=http://www.parties-and-elections.eu/spain.html|website=Parties and Elections in Europe|title=Spain|first=Wolfram|last=Nordsieck|year=2019|access-date=28 April 2019}}|</ref>|<br /> [[Anti-austerity movement|Anti-austerity]]|ref| name=""The Guardian""|{{cite news |last1= Jones |first1= Sam |last2= Burgen |first2= Stephen |date= 25 May 2019 |title= Spanish socialists aim to consolidate general election win |url= https://www.theguardian.com/world/2019/may/25/spanish-socialists-aim-to-consolidate-general-election-win |work= The Guardian |access-date= 23 September 2019}}|</ref>|<br />[[Anti-globalization movement|Anti-globalisation]]|ref| name=""Nordsieck 2019""|{{cite web|url=http://www.parties-and-elections.eu/spain.html|website=Parties and Elections in Europe|title=Spain|first=Wolfram|last=Nordsieck|year=2019|access-date=19 June 2019}}|</ref>|<br />[[Direct democracy]]|ref| name=""Nordsieck 2019""|{{cite web|url=http://www.parties-and-elections.eu/spain.html|website=Parties and Elections in Europe|title=Spain|first=Wolfram|last=Nordsieck|year=2019|access-date=19 June 2019}}|</ref>}} <br>[[Republicanism]] <br /> [[Anti-austerity movement|Anti-austerity]] <br />[[Anti-globalization movement|Anti-globalisation]] <br />[[Direct democracy]] <br>[[Federalism]]","[[Democratic socialism]]<br>[[Left-wing populism]]<br> {{nowrap|[[Eurocommunism]]|ref| name=""parties-and-elections.eu""|{{cite web|url=http://www.parties-and-elections.eu/spain.html|website=Parties and Elections in Europe|title=Spain|first=Wolfram|last=Nordsieck|year=2019|access-date=28 April 2019}}|</ref>|<br /> [[Anti-austerity movement|Anti-austerity]]|ref| name=""The Guardian""|{{cite news |last1= Jones |first1= Sam |last2= Burgen |first2= Stephen |date= 25 May 2019 |title= Spanish socialists aim to consolidate general election win |url= https://www.theguardian.com/world/2019/may/25/spanish-socialists-aim-to-consolidate-general-election-win |work= The Guardian |access-date= 23 September 2019}}|</ref>|<br />[[Anti-globalization movement|Anti-globalisation]]|ref| name=""Nordsieck 2019""|{{cite web|url=http://www.parties-and-elections.eu/spain.html|website=Parties and Elections in Europe|title=Spain|first=Wolfram|last=Nordsieck|year=2019|access-date=19 June 2019}}|</ref>|<br />[[Direct democracy]]|ref| name=""Nordsieck 2019""|{{cite web|url=http://www.parties-and-elections.eu/spain.html|website=Parties and Elections in Europe|title=Spain|first=Wolfram|last=Nordsieck|year=2019|access-date=19 June 2019}}|</ref>}} <br>[[Republicanism]] <br /> [[Anti-austerity movement|Anti-austerity]] <br />[[Anti-globalization movement|Anti-globalisation]] <br />[[Direct democracy]] <br>[[Federalism]]"
7656,position,[[Left-wing politics|Left-wing]],[[Left-wing politics|Left-wing]]
4796,ideology,{{ubl|[[Regionalism (politics)|Regionalism]]|[[Christian&nbsp;democracy]]|[[Pro-Europeanism]]}},{{ubl|[[Regionalism (politics)|Regionalism]]|[[Christian&nbsp;democracy]]|[[Pro-Europeanism]]}}
4796,position,[[Centre-right politics|Centre-right]],[[Centre-right politics|Centre-right]]
6775,ideology,[[Liberal conservatism]]<br/>[[Monarchism]],[[Liberal conservatism]]<br/>[[Monarchism]]
6775,position,[[Centre-right politics|Centre-right]],[[Centre-right politics|Centre-right]]
1271,ideology,"{{Nowrap|[[Constitutional monarchism]]|ref| name=""BozokiLomax""|{{citation |first1=András |last1=Bozóki |first2=Bill |last2=Lomax |title=The revenge of history: The Portuguese, Spanish and Hungarian transitions — some comparisons |work=Stabilising Fragile Democracies: Comparing new party systems in Southern and Eastern Europe |publisher=Routledge |year=1996 |page=197}}|</ref>|<br />[[Christian democracy]]|ref| name=""Story""|{{citation |first=Jonathan |last=Story |title=Spain's external relations redefined: 1975–1989 |work=Democratic Spain: Reshaping External Relations in a Changing World |publisher=Routledge |year=1995 |page=33}}|</ref>|ref| name=""SteedHumphreys""|{{citation |first1=Michael |last1=Steed |first2=Peter |last2=Humphreys |title=Identifying liberal parties |work=Liberal Parties in Western Europe |publisher=Cambridge University Press |year=1988 |pages=425–426}}|</ref>|<br />[[Social democracy]]|ref| name=""Story""|ref| name=""SteedHumphreys""|<br />[[Reformism]]|ref|{{citation |first=Peter |last=Matuschek |title=Who Learns from Whom?: The Failure of Spanish Christian Democracy and the Success of the Partido Popular |work=Christian Democratic Parties in Europe since the End of the Cold War |publisher=Leuven University Press |year=2004 |page=244}}|</ref>|<br />[[Liberalism]]|ref| name=""Story""|ref| name=""SteedHumphreys""}} <br />[[Christian democracy]] <br />[[Social democracy]] <br />[[Reformism]] <br />[[Liberalism]]","{{Nowrap|[[Constitutional monarchism]]|ref| name=""BozokiLomax""|{{citation |first1=András |last1=Bozóki |first2=Bill |last2=Lomax |title=The revenge of history: The Portuguese, Spanish and Hungarian transitions — some comparisons |work=Stabilising Fragile Democracies: Comparing new party systems in Southern and Eastern Europe |publisher=Routledge |year=1996 |page=197}}|</ref>|<br />[[Christian democracy]]|ref| name=""Story""|{{citation |first=Jonathan |last=Story |title=Spain's external relations redefined: 1975–1989 |work=Democratic Spain: Reshaping External Relations in a Changing World |publisher=Routledge |year=1995 |page=33}}|</ref>|ref| name=""SteedHumphreys""|{{citation |first1=Michael |last1=Steed |first2=Peter |last2=Humphreys |title=Identifying liberal parties |work=Liberal Parties in Western Europe |publisher=Cambridge University Press |year=1988 |pages=425–426}}|</ref>|<br />[[Social democracy]]|ref| name=""Story""|ref| name=""SteedHumphreys""|<br />[[Reformism]]|ref|{{citation |first=Peter |last=Matuschek |title=Who Learns from Whom?: The Failure of Spanish Christian Democracy and the Success of the Partido Popular |work=Christian Democratic Parties in Europe since the End of the Cold War |publisher=Leuven University Press |year=2004 |page=244}}|</ref>|<br />[[Liberalism]]|ref| name=""Story""|ref| name=""SteedHumphreys""}} <br />[[Christian democracy]] <br />[[Social democracy]] <br />[[Reformism]] <br />[[Liberalism]]"
1271,position,[[Centrism|Centre]] to<br />[[Centre-right]],[[Centrism|Centre]] to<br />[[Centre-right]]
1583,ideology,[[Fascism]]<br>[[Francoism]]<br>[[Falangism]]<br>[[Carlism]]<br>[[National Catholicism]]<br>[[Spanish nationalism]]<br>[[Anticommunism]],[[Fascism]]<br>[[Francoism]]<br>[[Falangism]]<br>[[Carlism]]<br>[[National Catholicism]]<br>[[Spanish nationalism]]<br>[[Anticommunism]]
1583,position,[[Far-right politics|Far-right]],[[Far-right politics|Far-right]]
8121,ideology,[[Spanish nationalism]]<br>[[Political Catholicism]]<br>[[Monarchism]]<br>[[Conservatism]],[[Spanish nationalism]]<br>[[Political Catholicism]]<br>[[Monarchism]]<br>[[Conservatism]]
8121,position,[[Right-wing]],[[Right-wing]]
55,ideology,"{{ubl|class|=|nowrap|[[Patriotism|Spanish patriotism]]|ref|{{cite journal|last1=Rodríguez Teruel|first1=Juan|last2=Barrio|first2=Astrid|year=2016|title=Going National: Ciudadanos from Catalonia to Spain|url=https://www.researchgate.net/publication/286398685|format=pdf|journal=South European Society and Politics|publisher=Routledge|volume=21|issue=4|pages=587–607|issn=1360-8746|doi=10.1080/13608746.2015.1119646|s2cid=155402347|quote=In September 2007, ''Unión Progreso y Democracia'' had been created in Madrid. The new party had many similarities to Ciudadanos in terms of party agenda and strategy. It defended Spanish patriotism and criticised the evolution of decentralisation in Spain and the role of Catalan and Basque nationalism in Spanish politics}}|</ref>|ref|{{in lang|fr}} [https://web.archive.org/web/20090614083327/http://www.letemps.ch/Page/Uuid/1af2b56e-5535-11de-bf6e-729e3a5a840c/Un_parti_centriste_irrite_les_grands_partis Un parti centriste irrite les grands partis], ''Le Temps''|</ref>|ref|{{cite journal|last=Armada|first=Alfonso|title=Otra España. Atisbos de un nuevo patriotismo|url=http://www.abc.es/hemeroteca/historico-04-07-2008/abc/Sabados/otra-espa%F1a-atisbos-de-un-nuevo-patriotismo-_1641981589249.html|language=es|access-date=14 April 2016|publisher=ABC|date=4 July 2008}}|</ref>|
 |[[Political unitarism|Centralism]]|ref| name=""centre, social liberalism and centralism""|{{cite journal|last1=Mateos|first1=Araceli|last2=Penadés|first2=Alberto|title=España: crisis y recortes|journal=Revista de ciencia política (Santiago)|language=es|volume=33|number=1|page=175|year=2013|doi=10.4067/S0718-090X2013000100008|url=http://www.scielo.cl/pdf/revcipol/v33n1/art08.pdf|access-date=January 12, 2016|issn=0718-090X|quote=Unión Progreso y Democracia (5 escaños) es un partido de centro, con una combinación de ideología social liberal y de centralismo territorial, enemigo del nacionalismo periférico en España|doi-access=free}}|</ref>|ref| name=""European Social Survey""|[http://www.europeansocialsurvey.org/docs/round6/survey/ESS6_appendix_a3_e02_0.pdf UPyD. Ideology: centralism, social liberalism. Political Position: Centre], ''European Social Survey''|</ref>|Sfn|Ávila López|2015|p|=|85|ps|=|: ""Party: UPyD: Unión Progreso y Democracia (Union, Progress & Democracy). President / Leader: Andrés Herzog. Ideology: Centralism, secularism, European federalism""|ref| name=""centralist and centrist""|{{cite journal|last1=Leonisio|first1=Rafael|last2=Strijbis|first2=Oliver|year=2014|title=Beyond Self-placement: Why Nationalism is a Better Predictor of Electoral Behaviour in the Basque Country|url=http://www.reis.cis.es/REIS/PDF/REIS_146_03_ENGLISH1397046089568.pdf|journal=Spanish Journal of Sociological Research (REIS)|language=es, en|number=146|page=56|issn=0210-5233|quote=''UA'' had disappeared and a centralist and centrist party had emerged: ''UPyD'' (Union Progress and Democracy)}}|</ref>|ref| name=""Fernández-Albertos""|{{cite journal|last=Fernández-Albertos|first=José|title=EU election: idea of Europe remains powerful in Spain|journal=The Conversation|date=May 19, 2014|url=http://theconversation.com/eu-election-idea-of-europe-remains-powerful-in-spain-26552|access-date=February 20, 2015|quote=and the liberal-reformist and centralist Union Progress and Democracy (UPyD)}}|</ref>|
 |[[Social liberalism]]|ref| name=""centre, social liberalism and centralism""|ref| name=""European Social Survey""|ref| name=""andalucia.com""|{{cite web|url=http://www.andalucia.com/government/politicalparties/upyd.htm|title=Political Parties in Andalucia - UPyD|access-date=25 August 2015|publisher=andalucia.com|quote=Formed in 2007, the UPYD is a social liberal party that rejects nationalism in all forms and wants to adopt a system of symmetric federalism with political centralization as a territorial model}}|</ref>|Sfn|Painter|2013|p|=|208|ps|=|: ""The leftist ‘United Left’ and the moderate social liberal party Union, Progress and Democracy, saw their support increase by 3 per cent and 3.5 per cent, respectively""|
 |[[European federalism]]|Sfn|Ávila López|2015|p|=|85|ps|=|: ""Party: UPyD: Unión Progreso y Democracia (Union, Progress & Democracy). President / Leader: Andrés Herzog. Ideology: Centralism, secularism, European federalism""|ref|{{cite web|url=http://www.andalucia.com/spain/government/politicalparties.htm|title=Political Parties in Andalucia|access-date=8 September 2017|publisher=andalucia.com|quote=The Union, Progress and Democracy Party, formed in 2007, is a social liberal party that rejects nationalism (including Basque and Catalan) and wants to adopt a system of European federalism, along with a proportional voting system}}|</ref>}} {{Sfn|Ávila López|2015|p|=|85|ps|=|: ""Party: UPyD: Unión Progreso y Democracia (Union, Progress & Democracy). President / Leader: Andrés Herzog. Ideology: Centralism, secularism, European federalism""}} {{Sfn|Painter|2013|p|=|208|ps|=|: ""The leftist ‘United Left’ and the moderate social liberal party Union, Progress and Democracy, saw their support increase by 3 per cent and 3.5 per cent, respectively""}} {{Sfn|Ávila López|2015|p|=|85|ps|=|: ""Party: UPyD: Unión Progreso y Democracia (Union, Progress & Democracy). President / Leader: Andrés Herzog. Ideology: Centralism, secularism, European federalism""}}","{{ubl|class|=|nowrap|[[Patriotism|Spanish patriotism]]|ref|{{cite journal|last1=Rodríguez Teruel|first1=Juan|last2=Barrio|first2=Astrid|year=2016|title=Going National: Ciudadanos from Catalonia to Spain|url=https://www.researchgate.net/publication/286398685|format=pdf|journal=South European Society and Politics|publisher=Routledge|volume=21|issue=4|pages=587–607|issn=1360-8746|doi=10.1080/13608746.2015.1119646|s2cid=155402347|quote=In September 2007, ''Unión Progreso y Democracia'' had been created in Madrid. The new party had many similarities to Ciudadanos in terms of party agenda and strategy. It defended Spanish patriotism and criticised the evolution of decentralisation in Spain and the role of Catalan and Basque nationalism in Spanish politics}}|</ref>|ref|{{in lang|fr}} [https://web.archive.org/web/20090614083327/http://www.letemps.ch/Page/Uuid/1af2b56e-5535-11de-bf6e-729e3a5a840c/Un_parti_centriste_irrite_les_grands_partis Un parti centriste irrite les grands partis], ''Le Temps''|</ref>|ref|{{cite journal|last=Armada|first=Alfonso|title=Otra España. Atisbos de un nuevo patriotismo|url=http://www.abc.es/hemeroteca/historico-04-07-2008/abc/Sabados/otra-espa%F1a-atisbos-de-un-nuevo-patriotismo-_1641981589249.html|language=es|access-date=14 April 2016|publisher=ABC|date=4 July 2008}}|</ref>|
 |[[Political unitarism|Centralism]]|ref| name=""centre, social liberalism and centralism""|{{cite journal|last1=Mateos|first1=Araceli|last2=Penadés|first2=Alberto|title=España: crisis y recortes|journal=Revista de ciencia política (Santiago)|language=es|volume=33|number=1|page=175|year=2013|doi=10.4067/S0718-090X2013000100008|url=http://www.scielo.cl/pdf/revcipol/v33n1/art08.pdf|access-date=January 12, 2016|issn=0718-090X|quote=Unión Progreso y Democracia (5 escaños) es un partido de centro, con una combinación de ideología social liberal y de centralismo territorial, enemigo del nacionalismo periférico en España|doi-access=free}}|</ref>|ref| name=""European Social Survey""|[http://www.europeansocialsurvey.org/docs/round6/survey/ESS6_appendix_a3_e02_0.pdf UPyD. Ideology: centralism, social liberalism. Political Position: Centre], ''European Social Survey''|</ref>|Sfn|Ávila López|2015|p|=|85|ps|=|: ""Party: UPyD: Unión Progreso y Democracia (Union, Progress & Democracy). President / Leader: Andrés Herzog. Ideology: Centralism, secularism, European federalism""|ref| name=""centralist and centrist""|{{cite journal|last1=Leonisio|first1=Rafael|last2=Strijbis|first2=Oliver|year=2014|title=Beyond Self-placement: Why Nationalism is a Better Predictor of Electoral Behaviour in the Basque Country|url=http://www.reis.cis.es/REIS/PDF/REIS_146_03_ENGLISH1397046089568.pdf|journal=Spanish Journal of Sociological Research (REIS)|language=es, en|number=146|page=56|issn=0210-5233|quote=''UA'' had disappeared and a centralist and centrist party had emerged: ''UPyD'' (Union Progress and Democracy)}}|</ref>|ref| name=""Fernández-Albertos""|{{cite journal|last=Fernández-Albertos|first=José|title=EU election: idea of Europe remains powerful in Spain|journal=The Conversation|date=May 19, 2014|url=http://theconversation.com/eu-election-idea-of-europe-remains-powerful-in-spain-26552|access-date=February 20, 2015|quote=and the liberal-reformist and centralist Union Progress and Democracy (UPyD)}}|</ref>|
 |[[Social liberalism]]|ref| name=""centre, social liberalism and centralism""|ref| name=""European Social Survey""|ref| name=""andalucia.com""|{{cite web|url=http://www.andalucia.com/government/politicalparties/upyd.htm|title=Political Parties in Andalucia - UPyD|access-date=25 August 2015|publisher=andalucia.com|quote=Formed in 2007, the UPYD is a social liberal party that rejects nationalism in all forms and wants to adopt a system of symmetric federalism with political centralization as a territorial model}}|</ref>|Sfn|Painter|2013|p|=|208|ps|=|: ""The leftist ‘United Left’ and the moderate social liberal party Union, Progress and Democracy, saw their support increase by 3 per cent and 3.5 per cent, respectively""|
 |[[European federalism]]|Sfn|Ávila López|2015|p|=|85|ps|=|: ""Party: UPyD: Unión Progreso y Democracia (Union, Progress & Democracy). President / Leader: Andrés Herzog. Ideology: Centralism, secularism, European federalism""|ref|{{cite web|url=http://www.andalucia.com/spain/government/politicalparties.htm|title=Political Parties in Andalucia|access-date=8 September 2017|publisher=andalucia.com|quote=The Union, Progress and Democracy Party, formed in 2007, is a social liberal party that rejects nationalism (including Basque and Catalan) and wants to adopt a system of European federalism, along with a proportional voting system}}|</ref>}} {{Sfn|Ávila López|2015|p|=|85|ps|=|: ""Party: UPyD: Unión Progreso y Democracia (Union, Progress & Democracy). President / Leader: Andrés Herzog. Ideology: Centralism, secularism, European federalism""}} {{Sfn|Painter|2013|p|=|208|ps|=|: ""The leftist ‘United Left’ and the moderate social liberal party Union, Progress and Democracy, saw their support increase by 3 per cent and 3.5 per cent, respectively""}} {{Sfn|Ávila López|2015|p|=|85|ps|=|: ""Party: UPyD: Unión Progreso y Democracia (Union, Progress & Democracy). President / Leader: Andrés Herzog. Ideology: Centralism, secularism, European federalism""}}"
55,position,"{{nowrap|[[Centrism|Centre]]|ref| name=""centralist and centrist""|#tag:ref|harvtxt|Miftari|2015|p|=|32|ps|=|: ""The center oriented and progressive UPyD""| to [[centre-left]]|ref|{{cite journal |last1=Ruiz Vieytez |first1=Eduardo |title=A New Political Status for the Basque Country? |journal=Journal on Ethnopolitics and Minority Issues in Europe |date=2013 |volume=12 |page=99 |url=http://www.ecmi.de/fileadmin/downloads/publications/JEMIE/2013/Ruiz.pdf |access-date=30 April 2019 |quote=UPD stands for Unión Progreso y Democracia [Union, Progress and Democracy], which is a centralist centre-left wing Spanish party that has a single member in the Basque Parliament. |archive-url=https://web.archive.org/web/20140327230425/http://www.ecmi.de/fileadmin/downloads/publications/JEMIE/2013/Ruiz.pdf |archive-date=27 March 2014 |url-status=dead}}|</ref>}} {{#tag:ref|harvtxt|Miftari|2015|p|=|32|ps|=|: ""The center oriented and progressive UPyD""}} to [[centre-left]] {{harvtxt|Miftari|2015|p|=|32|ps|=|: ""The center oriented and progressive UPyD""}}","{{nowrap|[[Centrism|Centre]]|ref| name=""centralist and centrist""|#tag:ref|harvtxt|Miftari|2015|p|=|32|ps|=|: ""The center oriented and progressive UPyD""| to [[centre-left]]|ref|{{cite journal |last1=Ruiz Vieytez |first1=Eduardo |title=A New Political Status for the Basque Country? |journal=Journal on Ethnopolitics and Minority Issues in Europe |date=2013 |volume=12 |page=99 |url=http://www.ecmi.de/fileadmin/downloads/publications/JEMIE/2013/Ruiz.pdf |access-date=30 April 2019 |quote=UPD stands for Unión Progreso y Democracia [Union, Progress and Democracy], which is a centralist centre-left wing Spanish party that has a single member in the Basque Parliament. |archive-url=https://web.archive.org/web/20140327230425/http://www.ecmi.de/fileadmin/downloads/publications/JEMIE/2013/Ruiz.pdf |archive-date=27 March 2014 |url-status=dead}}|</ref>}} {{#tag:ref|harvtxt|Miftari|2015|p|=|32|ps|=|: ""The center oriented and progressive UPyD""}} to [[centre-left]] {{harvtxt|Miftari|2015|p|=|32|ps|=|: ""The center oriented and progressive UPyD""}}"
1094,ideology,[[Blaverism]]<br>[[Valencianism|Valencian regionalism]]<br>[[Conservatism]]<br>[[Federalism]]<br>[[Anti-Catalanism]],[[Blaverism]]<br>[[Valencianism|Valencian regionalism]]<br>[[Conservatism]]<br>[[Federalism]]<br>[[Anti-Catalanism]]
1094,position,[[Right-wing]],[[Right-wing]]
