partyfacts_id,source,position
2248,ideology,pro-europeanism
2248,position,centre-right
2246,ideology,russian nationalism
2246,ideology,conservatism
2246,ideology,conservatism in russia
2246,ideology,the times of israel
2246,ideology,national conservatism
2246,ideology,social conservatism
2246,ideology,right-wing populism
2246,ideology,anti-communism
2246,ideology,putinism
2246,position,far-right politics in russia
5822,ideology,green politics
5822,ideology,agrarianism
5822,position,centre
2252,ideology,social liberalism
2252,ideology,east european politics
2252,ideology,routledge
2252,ideology,bbc news
2252,ideology,progressivism
2252,ideology,feminism
2252,ideology,pro-europeanism
2252,ideology,newsweek
2252,position,centre-left
2252,position,springer nature
2252,position,columbia university press
5823,ideology,list of pensioners' parties
5823,ideology,old age
5823,ideology,social justice
5823,ideology,single-issue politics
5823,position,centre
5547,ideology,liberalism
5547,ideology,green liberalism
5547,position,centre
5547,position,centre-right
7305,ideology,agrarian socialism
7305,ideology,democratic socialism
7305,ideology,narodniks
7305,ideology,federalism
7305,position,left-wing
2255,ideology,liberal conservatism
2255,ideology,conservative liberalism
2255,ideology,neoliberalism
2255,ideology,economic liberalism
2255,ideology,pro-europeanism
2255,ideology,atlanticism
2255,position,centre-right
7303,ideology,democratic socialism
7303,ideology,agrarian socialism
7303,position,centre-left
7310,ideology,agrarian socialism
7310,ideology,narodniks
7310,ideology,sovereigntism
7310,ideology,left-wing populism
7310,position,left-wing
7306,ideology,reformism
7306,ideology,liberal conservatism
7306,ideology,constitutional monarchy
7306,position,centre-right
7306,position,right-wing
2256,ideology,conservatism
2256,ideology,conservatism in russia
2256,ideology,statism
2256,ideology,cultural nationalism
2256,ideology,russian nationalism
2256,position,big tent
2242,ideology,conservatism
2242,ideology,social conservatism
2242,ideology,fiscal conservatism
2242,ideology,putinism
2242,ideology,russian nationalism
2242,ideology,centre
2242,position,right-wing
3283,ideology,civic nationalism
3283,ideology,economic liberalism
3283,ideology,socialism
3283,ideology,left-wing nationalism
3283,ideology,communism
3283,ideology,maoism
3283,ideology,republicanism
3283,position,big tent
3283,position,left-wing
8442,ideology,hutu
8442,ideology,hutu power
8442,position,centre-right
8442,position,right-wing
8442,position,far-right
6055,ideology,hutu power
6055,ideology,totalitarianism
6055,ideology,social conservatism
6055,ideology,anti-communism
6055,position,far-right
5701,ideology,christian democracy
5701,position,centre-right
7643,ideology,islam and democracy
5330,ideology,anti-communism
5330,ideology,hutu power
5330,position,far-right
3657,ideology,liberalism
3657,position,centre
3658,ideology,social democracy
3658,position,centre-left
7995,ideology,social democracy
7995,position,centre-left
7645,ideology,socialism
7996,ideology,green politics
7996,ideology,green liberalism
7996,ideology,liberal democracy
7996,position,centre
7996,position,centre-left
5328,ideology,conservatism
5328,ideology,monarchism
4054,ideology,nevis
4054,ideology,regionalism
4054,ideology,federalism
4054,ideology,fiscal conservatism
4054,ideology,economic liberalism
4054,position,centre-right
4060,ideology,nevis
4060,ideology,regionalism
4060,ideology,federalism
4060,ideology,autonomism (political doctrine)
4058,ideology,conservatism
4058,ideology,republicanism
4058,position,centre-right
5964,ideology,social liberalism
5964,position,centre
5964,position,centre-left
4056,ideology,social democracy
4056,position,centre-left
3784,ideology,social democracy
3784,position,centre-left
3776,ideology,christian democracy
3776,ideology,conservatism
3776,position,centre-right
4259,ideology,conservatism
4259,position,centre-right
4268,ideology,democratic socialism
4268,ideology,left-wing nationalism
4268,ideology,anti-imperialism
4268,ideology,republicanism
4268,position,left-wing
4176,ideology,christian democracy
4176,ideology,social conservatism
4176,position,centre
4176,position,freedom house
4176,position,centre-right
4175,ideology,agrarianism
4175,ideology,christian democracy
4175,ideology,christian left
4175,position,centre
4175,position,centre-left
3843,ideology,national conservatism
3843,position,right-wing
3846,ideology,liberalism
3846,position,centre
7172,ideology,liberalism
7172,ideology,social liberalism
7172,position,centre
7172,position,centre-right
3830,ideology,christian left
3830,position,centre
3830,position,centre-left
7171,ideology,christian democracy
7171,ideology,popolarismo
7171,position,centre
5960,ideology,social democracy
5960,ideology,populism
5960,ideology,environmentalism
5960,ideology,e-democracy
5960,ideology,particracy
5960,ideology,pro-europeanism
5960,position,centre-left
3832,ideology,liberalism
3832,ideology,conservative liberalism
3832,position,centre
3832,position,centre-right
3833,ideology,social liberalism
3833,ideology,social democracy
3833,ideology,third way
5491,ideology,communism
5491,ideology,eurocommunism
5491,ideology,marxism-leninism
5491,position,far-left
3835,ideology,social democracy
3835,ideology,democratic socialism
3835,position,centre-left
3837,ideology,social democracy
3837,ideology,democratic socialism
3837,ideology,pro-europeanism
3837,position,centre-left
5490,ideology,christian democracy
5490,position,centre-right
5490,position,freedom house
5490,position,palgrave macmillan
6731,ideology,italian fascism
6731,ideology,corporatism
6731,position,far-right
6729,ideology,christian democracy
6729,ideology,popolarismo
6729,ideology,social conservatism
6729,position,centre
7167,ideology,post-communism
7167,ideology,democratic socialism
7167,position,left-wing
7170,ideology,social democracy
7170,ideology,third way
7170,ideology,pro-europeanism
7170,position,centre-left
6733,ideology,democratic socialism
6733,ideology,social democracy
6733,ideology,anti-communism
3840,ideology,social democracy
3844,ideology,christian democracy
3844,ideology,national conservatism
3844,position,centre-right
5963,ideology,social democracy
5963,ideology,progressivism
5963,ideology,environmentalism
5963,position,left-wing
5694,ideology,democratic socialism
5694,ideology,communism
5694,ideology,environmentalism
5694,ideology,euroscepticism
5694,position,left-wing
6730,ideology,conservatism
6730,ideology,liberalism
6730,ideology,conservative liberalism
6730,position,centre-right
5962,ideology,christian democracy
5962,ideology,pro-europeanism
5962,position,centre
3845,ideology,christian democracy
3845,ideology,national conservatism
3845,position,centre-right
5340,ideology,liberalism
5340,ideology,christian democracy
5340,position,centre
5340,position,centre-right
5331,ideology,social democracy
5331,ideology,democratic socialism
5331,ideology,left-wing nationalism
5331,ideology,communism
5331,ideology,marxism-leninism
5331,position,centre-left
5331,position,left-wing
5331,position,far-left
6143,ideology,liberalism
6143,ideology,social liberalism
6143,position,centre
5332,ideology,social market economy
5332,ideology,conservatism
5332,ideology,economic liberalism
8710,position,centre
6331,ideology,marxism
6331,ideology,arab nationalism
6299,ideology,pashtun nationalism
6299,ideology,pashtunization
6299,ideology,republicanism
6299,ideology,progressivism
6299,ideology,secularism
6299,ideology,authoritarianism
6299,ideology,anti-communism
6299,position,big tent
2379,ideology,social democracy
2379,position,centre-left
5766,ideology,economic liberalism
5766,ideology,social conservatism
5766,position,centre
2382,ideology,socialism
2382,ideology,marxism
2382,ideology,communism
2382,ideology,marxism-leninism
2382,ideology,maoism
2382,ideology,hoxhaism
2382,ideology,trotskyism
2382,ideology,reformism
2382,ideology,social democracy
2382,position,left-wing
5958,ideology,social democracy
7087,ideology,socialism
7087,ideology,communism
7087,ideology,marxism-leninism
7087,position,left-wing
2381,ideology,socialism
2381,ideology,communism
2381,ideology,marxism-leninism
2381,position,left-wing
2381,position,far-left
2329,ideology,liberalism
2329,ideology,economic liberalism
2329,position,centre
7314,ideology,socialism
7314,ideology,african socialism
7314,ideology,african nationalism
7314,ideology,pan-africanism
7314,position,left-wing
2380,ideology,social democracy
2380,ideology,democratic socialism
2380,ideology,african nationalism
2380,ideology,african socialism
2380,ideology,third way
2380,ideology,planned liberalism
2380,position,centre-left
2380,position,left-wing
7316,ideology,socialism
7316,ideology,democratic socialism
7316,ideology,social democracy
7316,position,left-wing
7173,ideology,agrarianism
7173,ideology,parliamentary system
7173,position,centre-right
9013,ideology,populism
9013,position,big tent
3173,ideology,bosniaks of serbia
3173,ideology,ethnic party
3173,ideology,conservatism
3173,ideology,islamism
7966,ideology,christian democracy
7966,ideology,conservative liberalism
7966,ideology,pro-europeanism
7966,ideology,atlanticism
7966,position,centre
7966,position,centre-right
4135,ideology,social democracy
4135,ideology,democratic socialism
4135,position,centre-left
2188,position,big tent
8571,ideology,social democracy
8571,ideology,populism
8571,ideology,montenegrin nationalism
8571,ideology,pro-europeanism
8571,position,centre-left
5393,ideology,liberalism
5393,ideology,yugoslavism
5393,position,centre
2189,ideology,social democracy
2189,ideology,pro-europeanism
2189,position,centre-left
2190,ideology,national conservatism
2190,position,right-wing
6150,position,centre-right
6150,position,big tent
5379,ideology,conservatism
5379,ideology,right-wing populism
5379,position,right-wing
5379,position,far-right
2193,ideology,liberal conservatism
2193,ideology,liberalism
2193,ideology,neoliberalism
2193,ideology,pro-europeanism
2193,position,centre-right
2202,ideology,liberalism
2202,ideology,pro-europeanism
2202,ideology,social liberalism
2202,ideology,atlanticism
2202,ideology,nationalism
2202,position,centre
5392,ideology,agrarianism
5392,ideology,social liberalism
5392,ideology,national liberalism
5392,ideology,green politics
5392,ideology,republicanism
5392,ideology,pro-europeanism
5392,ideology,christian democracy
5392,ideology,social conservatism
5392,ideology,federalism
5392,position,centre
5392,position,centre-left
5392,position,centre-right
9001,ideology,populism
8830,ideology,social liberalism
8830,ideology,pro-europeanism
8830,position,big tent
6625,ideology,national conservatism
6625,ideology,right-wing populism
6625,ideology,regionalism
6625,position,right-wing
6626,ideology,eurocommunism
6626,ideology,serbian nationalism
6626,position,far-left
5696,ideology,national conservatism
5696,ideology,islamism
5696,position,right-wing
6794,position,right-wing
6794,ideology,yugoslavism
6794,ideology,monarchism
6795,ideology,fascism
6795,ideology,yugoslavism
6795,ideology,corporate statism
6795,ideology,national conservatism
6795,position,far-right
2182,ideology,vojvodina autonomist movement
2182,ideology,regionalism
2182,ideology,social democracy
2182,position,centre-left
6788,ideology,conservatism
6788,ideology,serbian nationalism
6788,ideology,constitutionalism
6788,position,right-wing
6789,ideology,liberalism
6789,ideology,national liberalism
6789,ideology,russophilia
6789,position,centre
2196,ideology,liberalism
2196,ideology,classical liberalism
2196,ideology,progressivism
2196,position,centre
4769,ideology,social democracy
4769,ideology,vojvodina autonomist movement
4769,ideology,pro-europeanism
4769,position,centre-left
9447,ideology,russophilia
9447,ideology,right-wing populism
9447,ideology,conspiracy theory
9447,ideology,anti-vaccine activism
9447,position,right-wing
9121,ideology,national conservatism
9121,ideology,monarchism
9121,position,right-wing
5394,ideology,populism
5394,ideology,conservatism
5394,ideology,serbian nationalism
5394,ideology,yugoslavism
5394,ideology,classical radicalism
5394,ideology,socialism
5394,ideology,agrarianism
5394,position,big tent
5394,position,left-wing
6627,ideology,agrarianism
6627,ideology,conservatism
6627,position,right-wing
9111,ideology,conservatism
9111,ideology,serbian nationalism
9111,position,right-wing
9414,ideology,anti-corruption
9414,ideology,conservatism
9414,position,centre-right
2197,ideology,liberalism
2197,ideology,pro-europeanism
2197,ideology,atlanticism
2197,position,centre
2197,position,centre-left
7874,ideology,liberalism
7874,ideology,social liberalism
7874,position,centre
2179,ideology,list of pensioners' parties
2179,ideology,social conservatism
9100,ideology,national conservatism
9100,ideology,monarchism
9100,position,right-wing
8364,ideology,liberalism
8364,ideology,social liberalism
8364,ideology,pro-europeanism
8364,position,centre
5483,ideology,conservatism
5483,ideology,populism
5483,position,centre-right
6558,ideology,left-wing nationalism
6558,ideology,social democracy
6558,position,centre-left
2174,ideology,social democracy
2174,ideology,vojvodina autonomist movement
2174,position,centre-left
6741,ideology,liberalism
6741,ideology,social liberalism
6741,ideology,decentralization
5391,ideology,communism
5391,ideology,marxism-leninism
5391,ideology,university of montana
5391,ideology,united states
5391,ideology,central intelligence agency
5391,ideology,ohio state university
5391,ideology,stanford university press
5391,ideology,titoism
5391,position,left-wing
5391,position,far-left
8403,ideology,communism
8403,ideology,marxism-leninism
8403,ideology,titoism
8526,ideology,liberalism
8526,ideology,neoliberalism
8526,ideology,yugoslavism
8526,ideology,nationalism
6740,ideology,conservatism
6740,ideology,slovenes
6740,ideology,autonomy
6740,ideology,christian democracy
6740,ideology,slovenian nationalism
5357,ideology,social democracy
5357,ideology,pro-europeanism
5357,position,centre-left
4771,ideology,social democracy
4771,position,centre-left
4770,ideology,social democracy
4770,position,centre-left
5400,ideology,social democracy
5400,ideology,democratic socialism
5400,ideology,eco-socialism
5400,ideology,pro-europeanism
5400,position,centre-left
5400,position,left-wing
2178,ideology,social democracy
2178,ideology,populism
2178,position,centre-left
9381,ideology,pro-europeanism
9381,position,centre
6628,ideology,national conservatism
6628,ideology,national liberalism
6628,ideology,monarchism
6628,ideology,anti-communism
6628,position,right-wing
6787,ideology,conservative liberalism
6787,ideology,classical liberalism
6787,position,centre
3177,ideology,populism
3177,ideology,neoliberalism
3177,position,big tent
8880,ideology,national conservatism
8880,ideology,right-wing populism
8880,position,right-wing
2175,ideology,ultranationalism
2175,ideology,greater serbia
2175,ideology,right-wing populism
2175,ideology,russophilia
2175,position,far-right
6793,ideology,social democracy
6793,ideology,marxism
6793,ideology,antimilitarism
6793,position,left-wing
6793,position,far-left
9102,ideology,ultranationalism
9102,ideology,social conservatism
9102,ideology,russophilia
9102,position,far-right
9101,ideology,conservatism
9101,ideology,right-wing populism
9101,position,right-wing
5665,ideology,serbian nationalism
5665,ideology,right-wing populism
5665,ideology,christian right
5665,position,right-wing
5665,position,far-right
2176,ideology,liberalism
2176,ideology,economic liberalism
2176,position,centre-right
3176,ideology,bosniaks of serbia
3176,ideology,ethnic party
3176,ideology,bosniak nationalism
3176,ideology,autonomism (political doctrine)
3176,position,right-wing
9112,ideology,social democracy
9112,ideology,pro-europeanism
9112,position,centre-left
5399,ideology,serbian nationalism
5399,ideology,ultranationalism
5399,ideology,national conservatism
5399,ideology,greater serbia
5399,position,far-right
7648,ideology,conservatism
7648,ideology,right-wing populism
7648,position,right-wing
7648,position,far-right
2181,ideology,regionalism
2181,ideology,liberal conservatism
2181,ideology,pro-europeanism
2181,position,centre-right
2203,ideology,ethnic party
2203,ideology,regionalism
2203,ideology,conservatism
2203,position,centre-right
2192,ideology,big tent
2192,ideology,third way
2192,ideology,pro-europeanism
9415,ideology,green politics
9415,ideology,regionalism
9415,position,left-wing
7175,ideology,green politics
7175,ideology,pro-europeanism
7175,position,centre-left
7873,ideology,liberal conservatism
7873,ideology,decentralization
7873,ideology,pro-europeanism
7873,ideology,atlanticism
7873,position,centre-right
8365,ideology,green politics
8365,ideology,ethnic party
8365,ideology,pro-europeanism
8365,position,centre-left
7876,ideology,green politics
7876,ideology,social democracy
7876,position,centre-left
3847,position,centre-left
3847,position,left-wing
3847,position,far-left
3847,ideology,democratic socialism
3847,ideology,social democracy
3847,ideology,communism
3847,ideology,socialism
5956,position,centre
5956,ideology,liberalism
5485,ideology,conservatism
5485,ideology,unionism in the united kingdom
5485,position,right-wing
4117,position,centre
4117,ideology,liberalism
4045,ideology,african nationalism
4045,ideology,social democracy
4045,ideology,pan-africanism
4045,ideology,pragmatism
4045,ideology,socialism
4045,position,centre-left
4048,ideology,liberalism
4048,position,centre
4048,position,centre-right
4047,ideology,social democracy
4047,ideology,civic nationalism
4047,ideology,liberalism
4047,ideology,centre
4047,ideology,third way
4047,ideology,conservatism
4047,position,centre
4047,position,centre-left
4047,position,centre-right
4253,ideology,socialism
4253,position,left-wing
7166,ideology,malaysian indians
7166,ideology,social conservatism
7166,ideology,dravidian movement
7166,position,centre-right
6893,ideology,social democracy
6893,ideology,democratic socialism
6893,ideology,progressivism
6893,ideology,left-wing nationalism
6893,ideology,anti-imperialism
6893,position,centre-left
6893,position,left-wing
6894,ideology,socialism
6896,ideology,liberal socialism
6896,ideology,social liberalism
6896,ideology,progressivism
6896,position,centre-left
6892,ideology,conservatism
3277,ideology,conservatism
3277,ideology,economic liberalism
3277,ideology,civic nationalism
3277,ideology,secularism
3277,ideology,anti-communism
3277,position,centre-right
8620,ideology,populism
8620,ideology,social conservatism
8620,ideology,vaccine hesitancy
4370,ideology,ketuanan melayu
6898,ideology,ketuanan melayu
6898,ideology,kyoto university
6898,ideology,malayan union
6898,ideology,onn jaafar
6898,ideology,ariffin omar
6898,ideology,alliance party (malaysia)
6898,ideology,early malay nationalism
6898,ideology,national conservatism
6898,ideology,social conservatism
6898,position,right-wing
5640,ideology,green politics
3561,ideology,liberalism
3561,ideology,social liberalism
3561,position,centre
3561,position,centre-left
6897,ideology,socialism
6897,position,left-wing
4254,ideology,decolonization
4254,ideology,reformism
4254,ideology,anti-communism
8660,ideology,social liberalism
8660,ideology,progressivism
8660,position,centre
8660,position,centre-left
8665,ideology,social democracy
8665,position,centre-left
8659,ideology,christian left
8659,ideology,christian democracy
8659,ideology,social democracy
8659,position,centre-left
8662,ideology,communitarianism
8661,position,centre-right
217,ideology,liberalism
217,ideology,populism
217,ideology,der tagesspiegel
217,ideology,conservative liberalism
217,ideology,economic liberalism
217,ideology,konrad adenauer foundation
217,position,centre-right
707,ideology,liberalism
707,position,centre-right
6629,ideology,liberal conservatism
6629,position,centre
9071,ideology,social democracy
9071,ideology,denník n
9071,ideology,populism
9071,ideology,associated press
9071,ideology,pro-europeanism
9071,position,centre-left
9071,position,reuters
9071,position,left-wing
6983,ideology,slovaks
6983,ideology,clerical fascism
6983,ideology,slovak nationalism
6983,ideology,national catholicism
6983,ideology,corporate statism
6983,ideology,national conservatism
6983,ideology,anti-hungarian sentiment
6983,ideology,political faction
6983,ideology,nazism
6983,ideology,nástup
6983,ideology,salzburg conference
6983,position,far-right
2133,ideology,slovak nationalism
2133,ideology,populism
2133,ideology,conservatism
340,ideology,communism
340,ideology,marxism-leninism
340,position,far-left
6980,ideology,communism
6980,ideology,marxism-leninism
6980,ideology,stalinism
6980,position,far-left
7360,ideology,christian right
7360,ideology,national conservatism
7360,ideology,social conservatism
7360,position,right-wing
63,ideology,christian democracy
63,ideology,social conservatism
63,ideology,pro-europeanism
63,position,centre-right
560,ideology,populism
560,ideology,slovak nationalism
560,ideology,euroscepticism
560,position,political syncretism
1725,ideology,liberalism
1725,ideology,conservatism
1725,ideology,liberal conservatism
1725,ideology,populism
1725,position,centre-right
2283,ideology,hungarians in slovakia
2283,ideology,ethnic party
2283,ideology,christian democracy
2283,ideology,conservatism
2283,position,centre-right
258,ideology,liberal conservatism
258,ideology,hungarians in slovakia
258,ideology,ethnic party
258,ideology,pro-europeanism
258,position,centre
258,position,centre-right
6982,ideology,anti-fascism
6982,ideology,state socialism
6982,ideology,social democracy
6982,ideology,christian democracy
6982,ideology,communism
6982,ideology,marxism-leninism
6982,ideology,stalinism
6982,position,far-left
6686,ideology,conservatism
6686,ideology,christian democracy
6686,position,centre-right
665,ideology,liberal conservatism
665,ideology,economic liberalism
665,ideology,anti-communism
665,position,centre-right
2130,ideology,populism
2130,ideology,national conservatism
2130,position,centre
2130,position,centre-right
7361,ideology,liberalism
7361,ideology,social liberalism
7361,ideology,progressivism
7361,ideology,pro-europeanism
7361,position,centre
9072,ideology,neo-fascism
9072,ideology,national conservatism
9072,ideology,right-wing populism
9072,ideology,euroscepticism
9072,position,far-right
6984,ideology,agrarianism
6984,ideology,conservatism
6984,position,centre-right
4872,ideology,liberal conservatism
4872,ideology,christian democracy
4872,ideology,social conservatism
4872,ideology,economic liberalism
4872,position,centre
4872,position,centre-right
1386,ideology,conservative liberalism
1386,ideology,civil libertarianism
1386,position,centre-right
137,ideology,liberalism
137,position,centre
1617,ideology,liberal conservatism
1617,ideology,christian democracy
1617,ideology,economic liberalism
1617,ideology,pro-europeanism
1617,position,centre-right
226,ideology,economic liberalism
226,position,centre-right
730,ideology,ultranationalism
730,ideology,national conservatism
730,ideology,social conservatism
730,ideology,right-wing populism
730,ideology,euroscepticism
730,position,right-wing
730,position,far-right
4873,ideology,national conservatism
4873,ideology,right-wing populism
4873,position,right-wing
4873,position,centre for eastern studies
4873,position,far-right
311,ideology,social democracy
311,ideology,left-wing populism
311,ideology,left-wing nationalism
311,ideology,social conservatism
311,ideology,denník n
311,ideology,france 24
311,ideology,euroscepticism
311,position,centre-left
311,position,the guardian
311,position,left-wing
311,position,reuters
311,position,france 24
311,position,politico
311,position,carnegie endowment for international peace
200,ideology,social democracy
200,position,centre-left
205,ideology,big tent
205,ideology,social democracy
205,position,centre-left
8177,ideology,liberal conservatism
8177,ideology,pro-europeanism
8177,position,centre
8177,position,centre-right
8177,position,denník n
1077,ideology,ethnic party
1077,ideology,hungarian nationalism
1077,position,centre-left
1242,ideology,social democracy
1242,ideology,democratic socialism
1242,position,centre-left
349,ideology,hungarians in slovakia
349,ideology,hungarian nationalism
349,ideology,national conservatism
349,ideology,pro-europeanism
349,position,centre-right
2282,ideology,christian democracy
2282,ideology,republicanism
2282,position,centre
2282,position,centre-right
6981,ideology,christian socialism
1569,ideology,green politics
1569,ideology,pro-europeanism
1569,position,centre-left
5,ideology,liberalism
5,ideology,pro-europeanism
5,position,centre
8643,ideology,national conservatism
8643,ideology,slovak nationalism
8643,ideology,right-wing populism
8643,ideology,opposition to immigration
8643,ideology,euroscepticism
8643,position,right-wing
8643,position,far-right
8394,ideology,liberal conservatism
8394,ideology,der standard
8394,ideology,deutsche welle
8394,ideology,pro-europeanism
8394,position,centre
8394,position,balkan insight
8394,position,reuters
8394,position,centre-right
230,ideology,left-wing populism
230,ideology,slovak nationalism
230,ideology,anti-western sentiment
230,ideology,agrarian socialism
230,position,far-left
467,ideology,list of pensioners' parties
467,ideology,the independent
467,ideology,single-issue politics
467,ideology,social liberalism
467,ideology,pro-europeanism
467,position,centre
98,ideology,classical liberalism
98,position,centre
98,position,centre-right
9067,ideology,social liberalism
9067,ideology,pro-europeanism
9067,position,centre
9067,position,centre-left
8232,ideology,liberalism
8232,ideology,yugoslavism
8232,position,centre
2273,ideology,communism
2273,ideology,marxism-leninism
2273,ideology,titoism
2273,ideology,democratic socialism
2273,position,left-wing
2273,position,far-left
9068,ideology,liberalism
9068,ideology,conservative liberalism
9068,ideology,pro-europeanism
9068,position,centre
6131,ideology,democratic socialism
6131,ideology,eco-socialism
6131,ideology,antimilitarism
6131,position,left-wing
975,ideology,liberalism
975,ideology,social liberalism
975,ideology,pro-europeanism
975,position,centre
975,position,centre-left
6132,ideology,social liberalism
6132,ideology,populism
6132,position,centre
6132,position,centre-left
1773,ideology,social liberalism
1773,ideology,social democracy
1773,position,centre
1773,position,centre-left
9070,ideology,decentralization
9070,ideology,pro-europeanism
9070,ideology,agrarianism
9070,position,centre
9070,position,centre-right
1618,ideology,christian democracy
1618,ideology,conservatism
1618,ideology,slovenian nationalism
1618,ideology,pro-europeanism
1618,position,centre-right
8230,ideology,anti-fascism
8230,ideology,communism
8230,ideology,slovenian nationalism
8230,ideology,yugoslavism
8230,ideology,christian socialism
8230,ideology,liberalism
8230,position,left-wing
3099,ideology,pirate party
3099,ideology,freedom of information
3099,ideology,open government
3099,position,political syncretism
9069,ideology,populism
9069,ideology,protests against responses to the covid-19 pandemic
9069,ideology,direct democracy
9069,ideology,civil libertarianism
9069,ideology,sovereigntism
9069,ideology,euroscepticism
472,ideology,national conservatism
472,ideology,slovenian nationalism
472,ideology,right-wing populism
472,ideology,social democracy
472,position,right-wing
472,position,centre-left
8231,ideology,conservatism
8231,ideology,slovenes
8231,ideology,autonomy
8231,ideology,christian democracy
8231,ideology,slovenian nationalism
764,ideology,conservatism
764,ideology,agrarianism
764,ideology,christian democracy
764,ideology,pro-europeanism
764,position,centre-right
96,ideology,slovenian nationalism
96,ideology,right-wing populism
96,position,right-wing
96,position,far-right
644,ideology,christian democracy
1403,ideology,social democracy
1403,position,centre-left
3098,ideology,social liberalism
3098,ideology,liberalism
3098,ideology,pro-europeanism
3098,position,centre
3098,position,centre-left
1401,ideology,green politics
1401,ideology,social liberalism
1401,position,centre-left
3205,ideology,social democracy
3205,ideology,environmentalism
3205,ideology,anti-austerity movement
3205,ideology,euroscepticism
3205,position,centre-left
9130,ideology,green politics
9130,ideology,pro-europeanism
9130,position,centre-left
474,position,centre
474,position,centre-left
474,ideology,social liberalism
474,ideology,pro-europeanism
3114,ideology,social liberalism
3114,ideology,pro-europeanism
3114,position,centre
3114,position,centre-left
4714,ideology,democratic socialism
4714,ideology,eco-socialism
4714,ideology,anti-capitalism
4714,ideology,euroscepticism
4714,position,left-wing
1494,ideology,green conservatism
1494,position,centre-right
5938,ideology,social conservatism
5736,ideology,labour movement
5736,ideology,federalism
5937,ideology,social credit
8445,ideology,siad barre
8445,ideology,somali nationalism
8445,ideology,socialism
6736,ideology,somali nationalism
6736,position,centre-right
5220,ideology,greater somalia
5220,ideology,somali nationalism
8443,ideology,anti-communism
8443,ideology,siad barre
8443,ideology,somali nationalism
8443,ideology,greater somalia
5286,position,far-left
5286,ideology,communism
5286,ideology,marxism-leninism
5286,ideology,islamic socialism
5286,ideology,scientific socialism
5286,ideology,somali nationalism
5286,ideology,greater somalia
5286,ideology,irredentism
5286,ideology,tribalism
8444,ideology,islamism
8444,ideology,islam and democracy
8444,ideology,social conservatism
8444,ideology,economic liberalism
8699,ideology,liberalism
8699,ideology,social liberalism
8699,ideology,economic liberalism
8699,ideology,civic nationalism
8699,position,centre-right
8699,position,centre-left
4109,ideology,social liberalism
4109,ideology,islam and democracy
4109,position,centre
4109,position,centre-left
4110,ideology,social democracy
4110,ideology,nationalism
4110,position,centre-left
7374,ideology,greater somalia
7374,ideology,somali nationalism
4108,ideology,nationalism
4108,ideology,islam and democracy
6186,ideology,christian right
6186,ideology,social conservatism
6186,position,centre-right
6186,position,right-wing
1219,ideology,social democracy
1219,ideology,african nationalism
1219,position,centre-left
8698,ideology,socialism
8698,position,left-wing
8698,position,far-left
4546,ideology,social democracy
4546,ideology,social liberalism
4546,ideology,progressivism
4546,position,centre-left
1609,ideology,social conservatism
1609,ideology,national conservatism
1609,ideology,afrikaner nationalism
1609,ideology,apartheid
1609,ideology,white supremacy
1609,ideology,scientific racism
1609,position,far-right
1038,ideology,liberalism
1038,ideology,liberalism in south africa
1038,ideology,federalism
1038,ideology,non-racialism
1038,ideology,anti-corruption
1038,ideology,deutsche welle
1038,position,centre
1038,position,centre-right
4547,ideology,liberalism
4547,ideology,conservative liberalism
4547,ideology,internal resistance to apartheid
4547,position,centre-right
4548,ideology,communism
4548,ideology,marxism
4548,ideology,sankarism
4548,ideology,anti-capitalism
4548,ideology,al jazeera english
4548,ideology,black nationalism
4548,ideology,pan-africanism
4548,ideology,left-wing populism
4548,position,far-left
6443,position,centre-right
6443,ideology,conservatism
6443,ideology,afrikaner nationalism
6291,position,far-right
6291,ideology,afrikaner nationalism
6291,ideology,apartheid
6291,ideology,white supremacy
6291,ideology,anti-communism
6187,ideology,social liberalism
6187,ideology,populism
6187,position,centre
1630,ideology,conservatism
1630,ideology,anti-communism
1630,ideology,ubuntu philosophy
1630,ideology,decentralization
1630,ideology,constitutional monarchy
1630,ideology,regionalism
1630,position,right-wing
5197,ideology,social democracy
5197,ideology,democratic socialism
5197,position,left-wing
5197,position,right-wing
8677,ideology,coloureds
8677,ideology,internal resistance to apartheid
8677,position,centre-left
8677,position,left-wing
1289,ideology,afrikaner nationalism
1289,ideology,anti-british sentiment
1289,ideology,ethnic party
1289,ideology,conservatism
1289,ideology,republicanism
1289,ideology,christian nationalism
1289,ideology,racial segregation
1289,ideology,apartheid
1289,ideology,anti-communism
1289,ideology,national conservatism
1289,ideology,social conservatism
1289,ideology,white supremacy
1289,ideology,scientific racism
1289,ideology,civic nationalism
1289,ideology,nationalism
1289,ideology,conservative liberalism
1289,ideology,christian democracy
1289,ideology,liberal conservatism
1289,position,right-wing
1289,position,far-right
1289,position,centre-right
1289,position,"encyclopædia britannica, inc."
5731,ideology,conservatism
5731,ideology,christian democracy
5731,ideology,civic nationalism
5731,ideology,non-racialism
5731,position,centre-right
5734,ideology,conservatism
5734,ideology,commonwealth of nations
5734,position,centre-right
1592,ideology,black nationalism
1592,ideology,pan-africanism
1592,ideology,african socialism
1592,ideology,anti-communism
1592,position,left-wing
5255,ideology,liberalism
5255,ideology,liberalism in south africa
5255,ideology,internal resistance to apartheid
5255,position,centre-left
6149,ideology,liberalism
6149,ideology,internal resistance to apartheid
6149,position,centre-left
8448,ideology,liberalism in south africa
8448,ideology,protectionism
